isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE279P01036,Satkar Finlease Ltd.,SME,,536592,2013-09-25,2013-09-27,2013-10-11,18.00,13.51,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,19.90,chittorgarh,20.85,chittorgarh,19.90,chittorgarh,20.85,chittorgarh,Capital for financing activities to boost NBFC operations | Brand building & promotional activities | General corporate purposes | Public Issue Expenses,chittorgarh,14,chittorgarh
INE594O01015,R J Bio-Tech Ltd.,SME,,536456,2013-09-10,2013-09-12,2013-09-25,20.00,5.00,Fixed Price,BSE SME,Sarthi Capital Advisors,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,21.00,chittorgarh,22.05,chittorgarh,21.00,chittorgarh,22.05,chittorgarh,Working Capital Requiremen | ssue Expenses,chittorgarh,5,chittorgarh
INE926O01019,Ace Tours Worldwide Ltd.,SME,,536492,2013-09-09,2013-09-12,2013-09-26,16.00,8.00,Fixed Price,BSE SME,Corporate Strategic Allianz,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shah Investors Home Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,24.95,chittorgarh,24.95,chittorgarh,24.95,chittorgarh,24.95,chittorgarh,Brand Building Exercise | Working Capital Requirements | Public Issue Expenses,chittorgarh,8,chittorgarh
INE906O01029,Tiger Logistics (India) Ltd.,SME,TIGERLOGS,536264,2013-08-27,2013-08-29,2013-09-12,66.00,7.54,Fixed Price,BSE SME,Sarthi Capital Advisors,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,69.20,chittorgarh,69.20,chittorgarh,69.10,chittorgarh,69.10,chittorgarh,Working Capital Requirement | General Corporate Purpose | Issue Expenses,chittorgarh,8,chittorgarh
INE647N01021,Kushal Tradelink Ltd.,SME,,536170,2013-08-14,2013-08-21,2013-09-04,35.00,27.75,Fixed Price,BSE SME,Aryaman Financial,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,26,chittorgarh,2.00,chittorgarh,7.1,chittorgarh,,,35.00,chittorgarh,36.00,chittorgarh,35.00,chittorgarh,35.80,chittorgarh,Purchase and set up a Corporate House | Long-term working capital requirement | General Corporate Purposes | Issue related Expenses,chittorgarh,28,chittorgarh
INE211P01021,VKJ Infradevelopers Ltd.,SME,,536128,2013-08-12,2013-08-16,2013-08-30,25.00,12.75,Fixed Price,BSE SME,Inventure Merchant Banker,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE890N01027,Silverpoint Infratech Ltd.,SME,,536073,2013-08-12,2013-08-14,2013-08-28,15.00,12.00,Fixed Price,BSE SME,Inventure Merchant Banker,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A Securities Ltd.,chittorgarh,,,11,chittorgarh,91.7,chittorgarh,,,13.00,chittorgarh,13.60,chittorgarh,12.40,chittorgarh,13.60,chittorgarh,,,12,chittorgarh
INE168O01026,GCM Commodity & Derivatives Ltd.,SME,,535431,2013-08-01,2013-08-05,2013-04-05,20.00,7.02,Fixed Price,BSE SME,Inventure Merchant Banker,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bindal Equities Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,65.00,chittorgarh,68.25,chittorgarh,65.00,chittorgarh,68.25,chittorgarh,Acquiring Membership of MCX | Augmenting long term working capital requirements | Public Issue Expenses,chittorgarh,7,chittorgarh
INE030P01017,Alacrity Securities Ltd.,SME,,535916,2013-07-29,2013-08-01,2013-08-14,15.00,9.12,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,9,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.65,chittorgarh,13.25,chittorgarh,12.05,chittorgarh,12.05,chittorgarh,Expanding the domestic operations and network of branches | Enhancement of margin money maintained with the exchanges | Brand building & promotional activities | General corporate purposes | Public Issue Expenses,chittorgarh,9,chittorgarh
INE340O01021,Money Masters Leasing & Finance Ltd.,SME,,535910,2013-07-23,2013-07-26,2013-08-12,15.00,2.00,Fixed Price,BSE SME,Sobhagya Capital,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCB Brokerage Pvt.Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,16.25,chittorgarh,17.05,chittorgarh,16.25,chittorgarh,17.05,chittorgarh,To augment the capital base and provide for the fund requirements for increasing the Asset Financing Operations. | To meet the expenses of the issue,chittorgarh,2,chittorgarh
INE899O01018,Edynamics Solutions Ltd.,SME,,535694,2013-06-10,2013-06-12,2013-06-26,25.00,15.65,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anuriti Multy Broking Pvt.Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,25.40,chittorgarh,26.65,chittorgarh,25.40,chittorgarh,26.65,chittorgarh,To augment working capital in the form of advances for long term supplies of products and inputs sought in our operations | Setting up new franchise / Retail Store Modules | Brand Building | General Corporate purposes | Issue Expenses,chittorgarh,16,chittorgarh
INE474O01010,India Finsec Ltd.,SME,,535667,2013-05-24,2013-05-28,2013-06-11,10.00,6.00,Fixed Price,BSE SME,Aryaman Financial,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE807O01011,Onesource Techmedia Ltd.,SME,,535647,2013-05-17,2013-05-21,2013-06-05,14.00,2.80,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,13.00,chittorgarh,13.00,chittorgarh,12.40,chittorgarh,12.40,chittorgarh,Office Infrastructure Development | Development of contents | Deposits for acquisition of contents | Brand Building and General Corporate purposes | Issue Expenses,chittorgarh,3,chittorgarh
INE428O01016,Ashapura Intimates Fashion Ltd.,SME,AIFL,535467,2013-03-28,2013-04-04,2013-04-15,40.00,21.00,Fixed Price,BSE SME,KJMC Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,20,chittorgarh,1.00,chittorgarh,4.8,chittorgarh,,,48.05,chittorgarh,50.45,chittorgarh,47.00,chittorgarh,49.95,chittorgarh,Set up 10 (ten) EBOs; | Incur expenses on branding and marketing set-up | Investment in the equity shares of Group Company | To fund modernization of machineries | To meet incremental working capital requirements | For general corporate purposes; and | To meet Issue expenses,chittorgarh,21,chittorgarh
INE621O01016,Samruddhi Realty Ltd.,SME,,535466,2013-03-28,2013-04-03,2013-04-12,12.00,2.62,Fixed Price,BSE SME,Hem Securities,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,2,chittorgarh,1.00,chittorgarh,33.3,chittorgarh,,,13.00,chittorgarh,13.65,chittorgarh,12.75,chittorgarh,13.65,chittorgarh,Part Repayment of Term Loan taken from Karnataka Bank,chittorgarh,3,chittorgarh
INE520N01012,Opal Luxury Time Products Ltd.,SME,OPAL,,2013-03-25,2013-03-28,2013-04-12,130.00,13.00,Bookbuilding,NSE SME,IDBI Capital,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDBI Capital Markets & Securities Ltd.,chittorgarh,9,chittorgarh,4.00,chittorgarh,30.8,chittorgarh,,,130.00,chittorgarh,135.00,chittorgarh,112.00,chittorgarh,128.00,chittorgarh,"Investments in Moulds, tools and equipment ,and Indigenisation of the designs for expansion of the existing manufacturing facility | Enhancement of the Company’s brand through advertising and other brand building activities | General Corporate Purposes",chittorgarh,13,chittorgarh
INE191O01010,Lakhotia Polyesters (India) Ltd.,SME,,535387,2013-03-19,2013-03-21,2013-04-03,35.00,5.08,Fixed Price,BSE SME,Intensive Fiscal,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.M.Jain Stock Brokers Pvt.Ltd. Intensive Softshare Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,35.80,chittorgarh,35.90,chittorgarh,35.00,chittorgarh,35.00,chittorgarh,Augmenting of long term working capital requirement | General Corporate Purposes,chittorgarh,5,chittorgarh
INE583M01012,Bothra Metals & Alloys Ltd.,SME,,535279,2013-03-12,2013-03-14,2013-03-25,25.00,12.23,Fixed Price,BSE SME,Sarthi Capital Advisors,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,6,chittorgarh,6,chittorgarh,50.0,chittorgarh,,,25.50,chittorgarh,25.55,chittorgarh,24.85,chittorgarh,25.00,chittorgarh,Working Capital requirements | General Corporate Purpose,chittorgarh,12,chittorgarh
INE507O01025,HPC Biosciences Ltd.,SME,,535217,2013-03-01,2013-03-05,2013-03-19,35.00,15.96,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Narayan Securities Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,37.25,chittorgarh,39.10,chittorgarh,37.25,chittorgarh,39.10,chittorgarh,Development of Green House cultivation | Development of Farm land for transition to Organic Farming | Strengthen Supply Chain Management | Procurement of farm tools and equipments | General Corporate purposes | Issue Expenses,chittorgarh,16,chittorgarh
INE437O01025,Channel Nine Entertainment Ltd.,SME,,535142,2013-02-22,2013-02-26,2013-03-12,25.00,11.72,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Narayan Securities Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,26.25,chittorgarh,26.25,chittorgarh,26.25,chittorgarh,26.25,chittorgarh,To finance the estimated expenditure of production of two (2) films | Strengthening Distribution operations | Brand building | Issue Expenses,chittorgarh,12,chittorgarh
INE149O01018,Kavita Fabrics Ltd.,SME,NIBE,535136,2013-02-20,2013-02-22,2013-03-12,40.00,5.10,Fixed Price,BSE SME,Intensive Fiscal,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.M.Jain Stock Brokers Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,40.90,chittorgarh,41.00,chittorgarh,40.00,chittorgarh,41.00,chittorgarh,Long term working capital requirement | General Corporate Expenses | Issue Expenses,chittorgarh,5,chittorgarh
INE338O01025,Sunstar Realty Development Ltd.,SME,,535141,2013-02-18,2013-02-21,2013-03-11,20.00,10.72,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,,,21.45,chittorgarh,22.50,chittorgarh,21.20,chittorgarh,22.50,chittorgarh,To finance the expenditure of work order awarded by Jain Infraprojects Limited | To finance the development and construction related expenditures of the Planned Projects | Brand Building and General Corporate purposes | Issue Expenses,chittorgarh,11,chittorgarh
INE209O01028,Esteem Bio Organic Food Processing Ltd.,SME,,534927,2013-01-18,2013-01-22,2013-02-07,25.00,11.30,Fixed Price,BSE SME,Oneview Corporate,2013,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,9,chittorgarh,2.00,chittorgarh,18.2,chittorgarh,,,25.25,chittorgarh,26.50,chittorgarh,25.25,chittorgarh,26.50,chittorgarh,Setting up of Shade Net Cultivation facility | Development of Farm land for transition to Organic Farming | Procurement of farm tools and equipments | Brand Building and General Corporate purposes | Issue Expenses,chittorgarh,11,chittorgarh
INE812P01018,Amsons Apparels Ltd.,SME,,538861,2014-12-16,2014-12-22,2015-01-06,10.00,3.25,Fixed Price,BSE SME,BCB Brokerage,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indo Jatalia Securities Pvt.Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,7.83,chittorgarh,7.84,chittorgarh,7.83,chittorgarh,7.84,chittorgarh,Funding Long Term Working Capital Requirements | General Corporate Purpose,chittorgarh,3,chittorgarh
INE513R01026,Captain Pipes Ltd.,SME,,538817,2014-11-26,2014-12-01,2014-12-11,40.00,4.40,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,41.90,chittorgarh,41.90,chittorgarh,39.85,chittorgarh,39.85,chittorgarh,To Meet Working Capital Requirement | Repayment of Unsecured Loans | General Corporate Purpose | Public Issue Expenses,chittorgarh,4,chittorgarh
INE891N01017,Anubhav Infrastructure Ltd.,SME,,538833,2014-11-26,2014-11-28,2014-12-12,15.00,9.00,Fixed Price,BSE SME,First Overseas,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A Securities Ltd.,chittorgarh,,,9,chittorgarh,100.0,chittorgarh,,,14.85,chittorgarh,15.10,chittorgarh,14.15,chittorgarh,14.15,chittorgarh,,,9,chittorgarh
INE322R01022,Aanchal Ispat Ltd.,SME,,538812,2014-11-24,2014-11-26,2014-12-10,20.00,16.01,Fixed Price,BSE SME,Inventure Merchant Banker,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM Securities Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,22.10,chittorgarh,22.90,chittorgarh,21.00,chittorgarh,21.00,chittorgarh,Expansion and modernizing by upgradation and automation of the TMT Bar manufacturing facilities | Additional Working Capital Requirements | Public Issue Expenses,chittorgarh,16,chittorgarh
INE155R01018,Jet Infraventure Ltd.,SME,JETINFRA,538794,2014-10-30,2014-11-11,2014-11-25,125.00,4.50,Fixed Price,BSE SME,Pantomath Capital,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,130.00,chittorgarh,133.90,chittorgarh,126.50,chittorgarh,129.10,chittorgarh,Working Capital Requirement | Repay certain unsecured loans availed by the company | General Corporate Purposes,chittorgarh,5,chittorgarh
INE401Q01018,JLA Infraville Shoppers Ltd.,SME,,538765,2014-10-16,2014-10-27,2014-11-12,10.00,2.00,Fixed Price,BSE SME,Sarthi Capital Advisors,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,11.05,chittorgarh,11.60,chittorgarh,10.50,chittorgarh,11.60,chittorgarh,Brand-Building | Security Deposits with various suppliers | Purchase of Fixed Assets | Working Capital Requirements,chittorgarh,2,chittorgarh
INE016Q01014,ADCC Infocad Ltd.,SME,CEINSYS,538734,2014-09-30,2014-10-08,2014-10-22,40.00,9.60,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,9,chittorgarh,1.00,chittorgarh,10.0,chittorgarh,,,43.50,chittorgarh,45.65,chittorgarh,43.50,chittorgarh,45.65,chittorgarh,Technical Equipment | Software | Hardware | Part finance the long-term Working Capital requirement | International Marketing & Branding Expenses | General Corporate Purposes | To meet the Issue Expense | Total,chittorgarh,10,chittorgarh
INE909P01012,Starlit Power Systems Ltd.,SME,,538733,2014-09-29,2014-10-10,2014-10-22,18.00,2.95,Fixed Price,BSE SME,Sarthi Capital Advisors,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,18.10,chittorgarh,18.95,chittorgarh,18.10,chittorgarh,18.95,chittorgarh,Working Capital Requirement | General Corporate Purposes,chittorgarh,3,chittorgarh
INE982Q01017,Powerhouse Fitness & Realty Ltd.,SME,,538731,2014-09-29,2014-10-09,2014-10-21,30.00,7.20,Fixed Price,BSE SME,First Overseas,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artha Vrddhi Securities Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,30.00,chittorgarh,31.50,chittorgarh,29.00,chittorgarh,31.50,chittorgarh,Setting up of Six additional Gyms in Western and Eastern Suburbs in Mumbai | General Corporate Purposes,chittorgarh,7,chittorgarh
INE260R01016,Dhabriya Polywood Ltd.,SME,,538715,2014-09-29,2014-10-07,2014-10-17,15.00,3.30,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,16.50,chittorgarh,17.00,chittorgarh,16.05,chittorgarh,16.75,chittorgarh,Purchase of Plant & Machineries | Setting up Application Centres | General Corporate Purpose,chittorgarh,3,chittorgarh
INE761Q01015,Vibrant Global Capital Ltd.,SME,,538732,2014-09-29,2014-10-07,2014-10-21,19.00,11.48,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,5,chittorgarh,6,chittorgarh,54.5,chittorgarh,,,19.40,chittorgarh,20.35,chittorgarh,19.25,chittorgarh,20.00,chittorgarh,Increasing the operational scale with respect to the NBFC activities | Partial repayment of loans,chittorgarh,11,chittorgarh
INE229R01011,Aryaman Capital Markets Ltd.,SME,ARYACAPM,538716,2014-09-25,2014-10-01,2014-10-20,12.00,4.31,Fixed Price,BSE SME,BCB Brokerage,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCB Brokerage Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.20,chittorgarh,12.50,chittorgarh,12.05,chittorgarh,12.40,chittorgarh,Investments and acquisition of listed / unlisted securities and financial products | Repayment of Loans | General Corporate Purposes,chittorgarh,4,chittorgarh
INE133R01015,Momai Apparels Ltd.,SME,MOMAI,,2014-09-25,2014-09-30,2014-10-16,78.00,30.00,Bookbuilding,NSE SME,Pantomath Capital,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,28,chittorgarh,2.00,chittorgarh,6.7,chittorgarh,,,78.00,chittorgarh,82.00,chittorgarh,78.00,chittorgarh,79.70,chittorgarh,Acquisition of Land ( for setting up New Manufacturing Facility) | Long term working capital requirement | General Corporate Purposes,chittorgarh,30,chittorgarh
INE011R01013,Atishay Infotech Ltd.,SME,,538713,2014-09-25,2014-09-29,2014-10-16,16.00,3.71,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,17.75,chittorgarh,18.45,chittorgarh,17.00,chittorgarh,18.45,chittorgarh,To Meet Working Capital Requirement,chittorgarh,4,chittorgarh
INE010R01023,Ultracab (India) Ltd.,SME,,538706,2014-09-15,2014-09-23,2014-10-10,36.00,7.97,Fixed Price,BSE SME,Pantomath Capital,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,38.00,chittorgarh,38.70,chittorgarh,38.00,chittorgarh,38.05,chittorgarh,Working Capital Requirement | General Corporate Purposes,chittorgarh,8,chittorgarh
INE552Q01018,Encash Entertainment Ltd.,SME,,538684,2014-09-09,2014-09-15,2014-09-29,40.00,4.39,Fixed Price,BSE SME,Oneview Corporate,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,44.00,chittorgarh,46.20,chittorgarh,44.00,chittorgarh,46.20,chittorgarh,To acquire and produce films including regional language films | Strengthening Distribution operations | Brand building,chittorgarh,4,chittorgarh
INE785O01019,Sirohia & Sons Ltd.,SME,,538667,2014-09-08,2014-09-10,2014-09-24,12.00,3.60,Fixed Price,BSE SME,VC Corporate,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indo Jatalia Securities Pvt.Ltd.,chittorgarh,3,chittorgarh,1.00,chittorgarh,25.0,chittorgarh,,,11.25,chittorgarh,11.80,chittorgarh,11.25,chittorgarh,11.80,chittorgarh,Long Term Working Capital | General corporate purpose,chittorgarh,4,chittorgarh
INE898Q01015,Naysaa Securities Ltd.,SME,,538668,2014-09-05,2014-09-12,2014-09-25,15.00,1.50,Fixed Price,BSE SME,Oneview Corporate,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,1,chittorgarh,1.00,chittorgarh,50.0,chittorgarh,,,14.25,chittorgarh,15.70,chittorgarh,14.25,chittorgarh,14.65,chittorgarh,Expanding the domestic operations and network of branches | Enhancement of margin money maintained with the exchanges | General corporate purposes,chittorgarh,2,chittorgarh
INE755Q01025,Vishal Fabrics Ltd.,SME,VISHAL,538598,2014-07-31,2014-08-05,2014-08-20,45.00,15.63,Fixed Price,BSE SME,Aryaman Financial,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,45.20,chittorgarh,46.90,chittorgarh,44.05,chittorgarh,46.90,chittorgarh,Funding Long Term Working Capital Requirements | Funding expenditure for General Corporate Purposes,chittorgarh,16,chittorgarh
INE641Q01019,Carewell Industries Ltd.,SME,,538579,2014-07-25,2014-07-30,2014-08-12,15.00,4.97,Fixed Price,BSE SME,Inventure Merchant Banker,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,14.40,chittorgarh,14.40,chittorgarh,13.65,chittorgarh,13.65,chittorgarh,Brand Building | Additional Working Capital Requirements,chittorgarh,5,chittorgarh
INE336Q01016,Bhanderi Infracon Ltd.,SME,,538576,2014-07-22,2014-07-25,2014-08-08,120.00,6.60,Fixed Price,BSE SME,Choice Capital,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joindre Capital Services Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,113.50,chittorgarh,115.00,chittorgarh,107.85,chittorgarh,107.85,chittorgarh,Incremental Working Capital Requirement | General Corporate Purposes,chittorgarh,7,chittorgarh
INE319Q01012,Bansal Roofing Products Ltd.,SME,,538546,2014-06-26,2014-06-30,2014-07-14,30.00,2.04,Fixed Price,BSE SME,Hem Securities,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,31.00,chittorgarh,32.00,chittorgarh,30.00,chittorgarh,30.50,chittorgarh,To meet Long Term Working Capital Requirement | General Corporate Purposes,chittorgarh,2,chittorgarh
INE189Q01019,Oasis Tradelink Ltd.,SME,,538547,2014-06-23,2014-06-30,2014-07-14,30.00,6.01,Fixed Price,BSE SME,Oneview Corporate,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.Mohanlal Nagardas Stock Brokers Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,35.90,chittorgarh,35.90,chittorgarh,34.10,chittorgarh,34.10,chittorgarh,To part-finance incremental working capital requirements | Brand Building | General Corporate purposes,chittorgarh,6,chittorgarh
INE849M01017,Tarini International Ltd.,SME,,538496,2014-06-09,2014-06-13,2014-06-26,41.00,16.31,Fixed Price,BSE SME,Oneview Corporate,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,42.00,chittorgarh,42.00,chittorgarh,39.90,chittorgarh,41.90,chittorgarh,To finance Long Term incremental working capital requirements | Renovation & Interior of the Registered Office | Brand Building | General Corporate purposes,chittorgarh,16,chittorgarh
INE296Q01012,Dhanuka Commercial Ltd.,SME,MONEYBOXX,538446,2014-05-22,2014-05-28,2014-06-11,10.00,4.44,Fixed Price,BSE SME,Aryaman Financial,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,9.75,chittorgarh,9.95,chittorgarh,9.75,chittorgarh,9.75,chittorgarh,To augment the capital base and provide for the fund requirements for increasing the operational scale with respect to the NBFC activities,chittorgarh,4,chittorgarh
INE502O01018,SPS Finquest Ltd.,SME,,538402,2014-05-21,2014-05-23,2014-06-03,75.00,25.09,Fixed Price,BSE SME,Monarch Networth Capital,2014,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellworth Share & Stock Broking Ltd.,chittorgarh,20,chittorgarh,5.00,chittorgarh,20.0,chittorgarh,,,78.00,chittorgarh,78.00,chittorgarh,75.50,chittorgarh,75.55,chittorgarh,To augment the capital base and provide for repayment of existing high cost debt,chittorgarh,25,chittorgarh
